Identification_10, 10,UAObject
IdType_11, 11,UAVariable
Id_12, 12,UAVariable
Administration_13, 13,UAObject
Version_14, 14,UAVariable
Revision_15, 15,UAVariable
AASROOT_95, 95,UAObject
X-NUCLEO-IKSA01A-001_162, 162,UAObject
Identification_163, 163,UAObject
IdType_164, 164,UAVariable
Id_165, 165,UAVariable
Administration_166, 166,UAObject
Version_167, 167,UAVariable
Revision_168, 168,UAVariable
DerivedFrom_169, 169,UAObject
Keys_170, 170,UAVariable
Asset_171, 171,UAObject
Identification_172, 172,UAObject
IdType_173, 173,UAVariable
Id_174, 174,UAVariable
Kind_175, 175,UAVariable
Identification_176, 176,UAObject
Identification_177, 177,UAObject
IdType_178, 178,UAVariable
Id_179, 179,UAVariable
SemanticId_180, 180,UAObject
Keys_181, 181,UAVariable
Kind_182, 182,UAVariable
Manufacturer_183, 183,UAObject
Category_184, 184,UAVariable
SemanticId_185, 185,UAObject
Keys_186, 186,UAVariable
Kind_187, 187,UAVariable
ValueType_188, 188,UAVariable
Value_189, 189,UAVariable
ManufacturerURI_190, 190,UAObject
Category_191, 191,UAVariable
SemanticId_192, 192,UAObject
Keys_193, 193,UAVariable
Kind_194, 194,UAVariable
ValueType_195, 195,UAVariable
Value_196, 196,UAVariable
ProductCode_197, 197,UAObject
Category_198, 198,UAVariable
SemanticId_199, 199,UAObject
Keys_200, 200,UAVariable
Kind_201, 201,UAVariable
ValueType_202, 202,UAVariable
Value_203, 203,UAVariable
SerialNumber_204, 204,UAObject
Category_205, 205,UAVariable
SemanticId_206, 206,UAObject
Keys_207, 207,UAVariable
Kind_208, 208,UAVariable
ValueType_209, 209,UAVariable
Value_210, 210,UAVariable
TypThumbnail_211, 211,UAObject
Category_212, 212,UAVariable
SemanticId_213, 213,UAObject
Keys_214, 214,UAVariable
Kind_215, 215,UAVariable
MimeType_216, 216,UAVariable
Value_217, 217,UAVariable
modelBreakDown_218, 218,UAObject
Identification_219, 219,UAObject
IdType_220, 220,UAVariable
Id_221, 221,UAVariable
SemanticId_222, 222,UAObject
Keys_223, 223,UAVariable
Kind_224, 224,UAVariable
Documentation_225, 225,UAObject
Category_226, 226,UAVariable
Identification_227, 227,UAObject
IdType_228, 228,UAVariable
Id_229, 229,UAVariable
SemanticId_230, 230,UAObject
Keys_231, 231,UAVariable
Kind_232, 232,UAVariable
Document01_233, 233,UAObject
Category_234, 234,UAVariable
SemanticId_235, 235,UAObject
Keys_236, 236,UAVariable
Kind_237, 237,UAVariable
AllowDuplicates_238, 238,UAVariable
Documentid_239, 239,UAObject
Category_240, 240,UAVariable
SemanticId_241, 241,UAObject
Keys_242, 242,UAVariable
Kind_243, 243,UAVariable
ValueType_244, 244,UAVariable
Value_245, 245,UAVariable
DocumentClassName_246, 246,UAObject
Category_247, 247,UAVariable
SemanticId_248, 248,UAObject
Keys_249, 249,UAVariable
Kind_250, 250,UAVariable
ValueType_251, 251,UAVariable
Value_252, 252,UAVariable
DocumentClassificationSystem_253, 253,UAObject
Category_254, 254,UAVariable
SemanticId_255, 255,UAObject
Keys_256, 256,UAVariable
Kind_257, 257,UAVariable
ValueType_258, 258,UAVariable
Value_259, 259,UAVariable
DocumentVersion01_260, 260,UAObject
Category_261, 261,UAVariable
SemanticId_262, 262,UAObject
Keys_263, 263,UAVariable
Kind_264, 264,UAVariable
AllowDuplicates_265, 265,UAVariable
Language01_266, 266,UAObject
Category_267, 267,UAVariable
SemanticId_268, 268,UAObject
Keys_269, 269,UAVariable
Kind_270, 270,UAVariable
ValueType_271, 271,UAVariable
Value_272, 272,UAVariable
Title_273, 273,UAObject
Category_274, 274,UAVariable
SemanticId_275, 275,UAObject
Keys_276, 276,UAVariable
Kind_277, 277,UAVariable
ValueType_278, 278,UAVariable
Value_279, 279,UAVariable
DigitalFile_280, 280,UAObject
Category_281, 281,UAVariable
SemanticId_282, 282,UAObject
Keys_283, 283,UAVariable
Kind_284, 284,UAVariable
MimeType_285, 285,UAVariable
Value_286, 286,UAVariable
OperationalData_287, 287,UAObject
Category_288, 288,UAVariable
Identification_289, 289,UAObject
IdType_290, 290,UAVariable
Id_291, 291,UAVariable
Administration_292, 292,UAObject
Version_293, 293,UAVariable
Revision_294, 294,UAVariable
SemanticId_295, 295,UAObject
Keys_296, 296,UAVariable
Kind_297, 297,UAVariable
temp01_298, 298,UAObject
Category_299, 299,UAVariable
SemanticId_300, 300,UAObject
Keys_301, 301,UAVariable
Kind_302, 302,UAVariable
ValueType_303, 303,UAVariable
Value_304, 304,UAVariable
press01_305, 305,UAObject
Category_306, 306,UAVariable
SemanticId_307, 307,UAObject
Keys_308, 308,UAVariable
Kind_309, 309,UAVariable
ValueType_310, 310,UAVariable
Value_311, 311,UAVariable
hum01_312, 312,UAObject
Category_313, 313,UAVariable
SemanticId_314, 314,UAObject
Keys_315, 315,UAVariable
Kind_316, 316,UAVariable
ValueType_317, 317,UAVariable
Value_318, 318,UAVariable
Dictionaries_96, 96,UAObject
ConceptDescriptions_97, 97,UAObject
0:http://phi-ware.com/ids/cd/1452_8172_4012_0957_99, 99,UAObject
Identification_100, 100,UAObject
IdType_101, 101,UAVariable
Id_102, 102,UAVariable
Administration_103, 103,UAObject
Version_104, 104,UAVariable
Revision_105, 105,UAVariable
0:http://phi-ware.com/ids/cd/OperationalData/Submodel/1/0_106, 106,UAObject
Category_107, 107,UAVariable
Identification_108, 108,UAObject
IdType_109, 109,UAVariable
Id_110, 110,UAVariable
www.phi-ware.com/ids/cd/3195_1111_5012_8206_111, 111,UAObject
Category_112, 112,UAVariable
Identification_113, 113,UAObject
IdType_114, 114,UAVariable
Id_115, 115,UAVariable
Administration_116, 116,UAObject
Version_117, 117,UAVariable
Revision_118, 118,UAVariable
IsCaseOf_119, 119,UAObject
Keys_120, 120,UAVariable
DataSpecification_121, 121,UAObject
Keys_122, 122,UAVariable
DataSpecificationIEC61360_123, 123,UAObject
ShortName_124, 124,UAVariable
Unit_125, 125,UAVariable
Symbol_126, 126,UAVariable
DataType_127, 127,UAVariable
www.phi-ware.com/ids/cd/1231_2111_5012_3596_128, 128,UAObject
Category_129, 129,UAVariable
Identification_130, 130,UAObject
IdType_131, 131,UAVariable
Id_132, 132,UAVariable
Administration_133, 133,UAObject
Version_134, 134,UAVariable
Revision_135, 135,UAVariable
IsCaseOf_136, 136,UAObject
Keys_137, 137,UAVariable
DataSpecification_138, 138,UAObject
Keys_139, 139,UAVariable
DataSpecificationIEC61360_140, 140,UAObject
ShortName_141, 141,UAVariable
Unit_142, 142,UAVariable
Symbol_143, 143,UAVariable
DataType_144, 144,UAVariable
www.phi-ware.com/ids/cd/1151_2111_5012_6973_145, 145,UAObject
Category_146, 146,UAVariable
Identification_147, 147,UAObject
IdType_148, 148,UAVariable
Id_149, 149,UAVariable
Administration_150, 150,UAObject
Version_151, 151,UAVariable
Revision_152, 152,UAVariable
IsCaseOf_153, 153,UAObject
Keys_154, 154,UAVariable
DataSpecification_155, 155,UAObject
Keys_156, 156,UAVariable
DataSpecificationIEC61360_157, 157,UAObject
ShortName_158, 158,UAVariable
Unit_159, 159,UAVariable
Symbol_160, 160,UAVariable
DataType_161, 161,UAVariable
DictionaryEntries_98, 98,UAObject
0173-1#02-AAO677#002_319, 319,UAObject
0173-1#02-AAO694#001_320, 320,UAObject
0173-1#02-AAO676#003_321, 321,UAObject
0173-1#02-AAM556#002_322, 322,UAObject
0:https://www.hsu-hh.de/aut/aas/thumbnail_323, 323,UAObject
0:http://i40.customer.com/type/1/1/1A7B62B529F19152_324, 324,UAObject
0:http://admin-shell.io/vdi/2770/1/0/Document_325, 325,UAObject
0:http://admin-shell.io/vdi/2770/1/0/DocumentId/Id_326, 326,UAObject
0:http://admin-shell.io/vdi/2770/1/0/DocumentClassification/ClassName_327, 327,UAObject
0:http://admin-shell.io/vdi/2770/1/0/DocumentClassification/ClassificationSystem_328, 328,UAObject
0:http://admin-shell.io/vdi/2770/1/0/DocumentVersion_329, 329,UAObject
0:http://admin-shell.io/vdi/2770/1/0/DocumentVersion/Language_330, 330,UAObject
0:http://admin-shell.io/vdi/2770/1/0/Description/Title_331, 331,UAObject
0:http://admin-shell.io/vdi/2770/1/0/StoredDocumentRepresentation/DigitalFile_332, 332,UAObject
2:range_333, 333,UAVariable
2:range_334, 334,UAVariable
2:range_335, 335,UAVariable
