IdType,1,UAVariable
Id,2,UAVariable
AASIrdiConceptDescriptionType,3,UAObjectType
Category,58,UAVariable
Identification,59,UAObject
Administration,60,UAObject
IsCaseOf,61,UAObject
DataSpecification,62,UAObject
DataSpecificationIEC61360,63,UAObject
AASUriConceptDescriptionType,4,UAObjectType
Category,64,UAVariable
Identification,65,UAObject
Administration,66,UAObject
IsCaseOf,67,UAObject
DataSpecification,68,UAObject
DataSpecificationIEC61360,69,UAObject
AASCustomConceptDescriptionType,5,UAObjectType
Category,70,UAVariable
Identification,71,UAObject
Administration,72,UAObject
IsCaseOf,73,UAObject
DataSpecification,74,UAObject
DataSpecificationIEC61360,75,UAObject
Identification,6,UAObject
Administration,7,UAObject
Keys,8,UAVariable
Category,9,UAVariable
PreferredName,16,UAVariable
ShortName,17,UAVariable
Unit,18,UAVariable
UnitId,19,UAObject
SourceOfDefinition,20,UAVariable
Symbol,21,UAVariable
DataType,22,UAVariable
Definition,23,UAVariable
ValueFormat,24,UAVariable
SemanticId,25,UAObject
Type,26,UAVariable
Value,27,UAVariable
ValueId,28,UAObject
Category,29,UAVariable
SemanticId,30,UAObject
Kind,31,UAVariable
DataSpecification,32,UAObject
Qualifier,33,UAObject
Category,34,UAVariable
Identification,35,UAObject
Administration,36,UAObject
SemanticId,37,UAObject
Kind,38,UAVariable
DataSpecification,39,UAObject
Qualifier,40,UAObject
SubmodelElement,41,UAObject
ValueType,42,UAVariable
Value,43,UAVariable
AllowDuplicates,44,UAVariable
MimeType,45,UAVariable
Value,46,UAVariable
File,47,UAObject
MimeType,48,UAVariable
Value,49,UAVariable
Value,50,UAObject
First,51,UAObject
Second,52,UAObject
Operation,53,UAMethod
in,54,UAObject
out,55,UAObject
Category,56,UAVariable
DictionaryEntry,57,UAObject
Category,76,UAVariable
SemanticId,77,UAObject
DataSpecification,78,UAObject
ContainedElement,79,UAObject
Category,80,UAVariable
Identification,81,UAObject
Administration,82,UAObject
Kind,83,UAVariable
DataSpecification,84,UAObject
AssetIdentificationModel,85,UAObject
Category,86,UAVariable
Identification,87,UAObject
Administration,88,UAObject
DataSpecification,89,UAObject
DerivedFrom,90,UAObject
Asset,91,UAObject
View,92,UAObject
Submodel,93,UAObject
ConceptDictionary,94,UAObject
AASIdentifierType,1000,UAObjectType
AASAdministrativeInformationType,1001,UAObjectType
AASQualifierType,1002,UAObjectType
AASReferenceType,1005,UAObjectType
AASSubmodelType,1007,UAObjectType
AASSubmodelElementType,1008,UAObjectType
AASPropertyType,1009,UAObjectType
AASSubmodelElementCollectionType,1010,UAObjectType
AASSubmodelElementOrderedCollectionType,1011,UAObjectType
AASFileType,1013,UAObjectType
AASBlobType,1015,UAObjectType
AASReferenceElementType,1016,UAObjectType
AASRelationshipElementType,1017,UAObjectType
OperationVariableType,1018,UAObjectType
AASOperationType,1019,UAObjectType
AASConceptDictionaryType,1020,UAObjectType
AASViewType,1022,UAObjectType
AASAssetType,1023,UAObjectType
AASAssetAdministrationShellType,1024,UAObjectType
IAASIdentifiableType,2000,UAObjectType
IAASReferableType,2001,UAObjectType
AASDataSpecificationType,3000,UAObjectType
AASDataSpecificationIEC61360Type,3001,UAObjectType
AASReference,4000,UAReferenceType
